Index,Lot,Time,pH,Temp,Current,Voltage
451,7,오후 5:06:54.1,2.31,23.0,3.53,3.4
452,7,오후 5:06:59.1,2.84,23.91,3.4,4.88
453,7,오후 5:07:04.1,2.31,21.11,4.33,3.46
454,7,오후 5:07:09.1,2.72,24.92,3.95,4.32
455,7,오후 5:07:14.1,2.91,25.9,3.4,4.73
456,7,오후 5:07:19.1,1.69,26.12,3.9,3.14
457,7,오후 5:07:24.1,2.8,26.46,3.5,4.46
458,7,오후 5:07:29.1,2.12,26.5,3.72,3.98
459,7,오후 5:07:34.2,2.7,26.09,3.72,4.08
460,7,오후 5:07:39.2,2.19,25.04,3.78,4.71
461,7,오후 5:07:44.2,2.77,24.92,3.67,3.3
462,7,오후 5:07:49.2,2.78,26.96,3.86,4.59
463,7,오후 5:07:54.2,2.7,24.07,3.12,4.11
464,7,오후 5:07:59.2,2.69,26.38,4.03,4.36
465,7,오후 5:08:04.2,2.15,25.66,4.31,4.34
466,7,오후 5:08:09.2,1.83,22.38,3.84,4.42
467,7,오후 5:08:14.2,1.8,26.62,3.4,4.23
468,7,오후 5:08:19.2,1.7,25.13,3.24,4.88
469,7,오후 5:08:24.2,2.53,25.29,3.94,3.14
470,7,오후 5:08:29.2,1.67,27.19,3.14,4.24
471,7,오후 5:08:34.2,1.53,25.73,4.14,3.02
472,7,오후 5:08:39.2,2.76,24.99,3.02,3.59
473,7,오후 5:08:44.2,1.74,23.82,3.66,3.51
474,7,오후 5:08:49.2,2.06,24.54,3.2,3.95
475,7,오후 5:08:54.2,2.75,23.56,4.42,3.42
476,7,오후 5:08:59.2,1.75,24.57,3.41,3.58
477,7,오후 5:09:04.2,2.59,21.2,3.9,4.06
478,7,오후 5:09:09.2,2.75,21.84,3.91,4.9
479,7,오후 5:09:14.2,1.96,27.96,3.47,4.66
480,7,오후 5:09:19.3,1.8,25.86,3.9,3.92
481,7,오후 5:09:24.3,2.53,22.08,4.12,3.32
482,7,오후 5:09:29.3,1.61,25.14,3.89,3.08
483,7,오후 5:09:34.3,2.17,23.87,3.96,3.77
484,8,오후 5:10:02.2,1.8,24.96,3.44,3.59
485,8,오후 5:10:07.2,2.64,23.92,4.46,4.42
486,8,오후 5:10:12.2,1.58,25.12,4.4,4.61
487,8,오후 5:10:17.2,1.67,24.69,3.15,4.78
488,8,오후 5:10:22.2,2.42,27.29,3.59,3.21
489,8,오후 5:10:27.2,2.25,26.97,4.48,4.63
490,8,오후 5:10:32.2,2.04,24.8,3.01,4.17
491,8,오후 5:10:37.2,2.29,22.07,3.02,3.39
492,8,오후 5:10:42.3,2.06,23.77,4.32,3.01
493,8,오후 5:10:47.3,1.71,26.15,4.07,3.93
494,8,오후 5:10:52.3,2.71,21.68,4.26,3.71
495,8,오후 5:10:57.3,1.73,24.46,3.74,3.2
496,8,오후 5:11:02.3,1.78,24.29,4.42,3.27
497,8,오후 5:11:07.3,2.82,25.42,3.17,3.08
498,8,오후 5:11:12.3,1.77,24.68,3.95,3.13
499,8,오후 5:11:17.3,1.78,23.31,4.38,3.55
500,8,오후 5:11:22.3,2.28,24.72,4.08,3.61
501,8,오후 5:11:27.3,2.44,23.78,3.35,4.09
502,8,오후 5:11:32.3,1.86,27.12,3.17,3.9
503,8,오후 5:11:37.3,2.93,27.26,4.13,4.75
504,8,오후 5:11:42.3,2.92,22.86,4.26,3.05
505,8,오후 5:11:47.3,2.55,21.49,3.83,4.55
506,8,오후 5:11:52.3,1.52,21.46,3.96,3.09
507,8,오후 5:11:57.3,2.73,22.62,4.44,3.33
508,8,오후 5:12:02.4,2.84,26.7,3.77,3.07
509,8,오후 5:12:07.4,1.97,26.74,3.47,3.75
510,8,오후 5:12:12.4,2.81,27.8,3.36,3.42
511,8,오후 5:12:17.4,2.51,25.65,3.84,3.82
512,8,오후 5:12:22.4,2.23,27.93,3.18,4.65
513,8,오후 5:12:27.4,1.85,26.81,4.01,3.05
514,8,오후 5:12:32.4,2.01,25.86,3.78,3.32
515,8,오후 5:12:37.4,2.3,24.81,3.93,4.37
516,8,오후 5:12:42.4,1.54,22.31,4.37,4.33
517,8,오후 5:12:47.4,2.59,22.74,3.2,3.18
518,8,오후 5:12:52.4,2.03,27.41,4.08,3.22
519,8,오후 5:12:57.4,1.7,21.32,3.37,4.95
520,8,오후 5:13:02.4,1.63,22.64,3.28,4.7
521,8,오후 5:13:07.4,2.98,25.05,3.48,3.28
522,8,오후 5:13:12.4,2.45,23.77,3.39,3.51
523,8,오후 5:13:17.4,2.03,24.01,3.08,4.29
524,8,오후 5:13:22.4,5.27,23.99,3.37,3.22
525,8,오후 5:13:27.4,2.11,26.16,3.76,4.87
526,8,오후 5:13:32.4,4.34,24.48,4.0,1.97
527,8,오후 5:13:37.5,1.89,24.8,3.55,3.04
528,8,오후 5:13:42.5,2.35,23.79,4.12,4.54
529,8,오후 5:13:47.5,2.81,22.94,3.35,4.61
530,8,오후 5:13:52.5,1.59,21.52,4.19,4.42
531,8,오후 5:13:57.5,1.69,24.69,4.37,3.8
532,8,오후 5:14:02.5,1.92,24.37,3.78,4.56
533,8,오후 5:14:07.5,2.54,24.93,3.56,3.77
534,8,오후 5:14:12.5,2.83,26.28,3.56,4.62
535,8,오후 5:14:17.5,2.59,22.36,3.25,4.15
536,8,오후 5:14:22.5,1.65,22.36,3.54,4.44
537,8,오후 5:14:27.5,2.15,24.84,4.32,4.71
538,8,오후 5:14:32.5,1.58,27.87,4.13,4.17
539,8,오후 5:14:37.5,2.7,24.57,3.42,4.11
540,8,오후 5:14:42.5,1.67,26.75,4.12,4.18
541,8,오후 5:14:47.5,2.52,22.74,3.9,3.27
542,8,오후 5:14:52.5,1.51,23.32,3.38,4.89
543,8,오후 5:14:57.5,2.58,24.13,3.69,4.22
544,8,오후 5:15:02.5,4.73,24.6,3.97,4.58
545,8,오후 5:15:07.5,2.11,27.44,4.35,3.84
546,8,오후 5:15:12.5,2.49,22.99,4.35,4.0
547,8,오후 5:15:17.5,2.82,25.94,3.57,3.91
548,8,오후 5:15:22.5,1.89,27.63,3.37,4.31
549,8,오후 5:15:27.6,1.84,26.21,3.62,3.57
550,8,오후 5:15:32.6,2.6,22.64,3.64,4.27
551,8,오후 5:15:37.6,2.89,21.15,3.94,3.78
552,8,오후 5:15:42.6,2.54,24.86,4.46,3.77
553,9,오후 5:16:08.4,2.55,21.97,4.44,4.41
554,9,오후 5:16:13.4,2.97,23.17,3.84,3.08
555,9,오후 5:16:18.4,2.46,22.24,4.47,4.24
556,9,오후 5:16:23.4,1.95,22.8,4.48,3.91
557,9,오후 5:16:28.4,2.04,26.16,3.79,4.2
558,9,오후 5:16:33.4,2.24,27.11,4.28,3.03
559,9,오후 5:16:38.4,1.6,26.81,3.67,4.68
560,9,오후 5:16:43.4,2.85,23.02,3.13,3.52
561,9,오후 5:16:48.4,1.82,26.23,3.89,3.73
562,9,오후 5:16:53.4,2.88,23.52,3.9,4.89
563,9,오후 5:16:58.4,1.85,26.41,4.35,3.66
564,9,오후 5:17:03.4,2.84,27.59,3.79,4.35
565,9,오후 5:17:08.4,2.96,22.56,3.22,3.71
566,9,오후 5:17:13.4,2.22,22.11,3.04,3.98
567,9,오후 5:17:18.4,1.58,25.81,3.36,4.09
568,9,오후 5:17:23.4,1.82,22.98,3.76,3.32
569,9,오후 5:17:28.4,2.93,21.57,4.12,3.67
570,9,오후 5:17:33.5,2.23,23.97,3.09,3.33
571,9,오후 5:17:38.5,1.74,25.68,3.46,4.02
572,9,오후 5:17:43.5,2.29,21.41,3.83,3.46
573,9,오후 5:17:48.5,2.48,24.82,4.09,3.77
574,9,오후 5:17:53.5,2.43,25.56,3.58,3.21
575,9,오후 5:17:58.5,2.95,25.07,4.01,3.14
576,9,오후 5:18:03.5,1.89,24.7,4.22,3.86
577,9,오후 5:18:08.5,2.81,27.22,3.01,3.38
578,9,오후 5:18:13.5,2.95,21.75,4.47,4.8
579,9,오후 5:18:18.5,2.3,25.28,4.49,3.21
580,9,오후 5:18:23.5,2.85,27.69,3.69,4.92
581,9,오후 5:18:28.5,2.41,25.52,3.29,4.09
582,9,오후 5:18:33.5,2.69,26.25,3.32,3.44
583,9,오후 5:18:38.5,1.56,24.49,4.46,4.83
584,9,오후 5:18:43.5,1.78,22.35,4.35,3.72
585,9,오후 5:18:48.6,2.19,27.96,3.21,3.49
586,9,오후 5:18:53.6,2.17,25.85,4.29,4.19
587,9,오후 5:18:58.6,1.57,25.71,3.38,4.43
588,9,오후 5:19:03.6,2.54,21.37,3.08,3.14
589,9,오후 5:19:08.6,1.79,25.92,4.02,3.12
590,9,오후 5:19:13.6,1.51,22.93,4.1,3.2
591,9,오후 5:19:18.6,2.36,24.72,3.4,3.56
592,9,오후 5:19:23.6,1.73,22.52,3.59,4.39
593,9,오후 5:19:28.6,2.18,27.17,4.08,4.84
594,9,오후 5:19:33.6,2.98,25.72,3.37,3.02
595,9,오후 5:19:38.6,1.52,27.14,3.47,3.51
596,9,오후 5:19:43.6,1.67,26.57,3.57,3.19
597,9,오후 5:19:48.6,2.99,26.35,3.07,3.59
598,9,오후 5:19:53.6,1.73,24.61,3.62,4.69
599,9,오후 5:19:58.6,1.64,25.14,3.14,3.35
600,9,오후 5:20:03.6,2.53,23.85,3.22,3.68
601,9,오후 5:20:08.6,3.11,22.94,4.39,1.58
602,9,오후 5:20:13.6,2.67,25.79,3.74,3.56
603,9,오후 5:20:18.7,2.78,21.92,4.34,4.58
604,9,오후 5:20:23.7,1.76,21.61,4.08,4.32
605,9,오후 5:20:28.7,2.09,24.71,3.86,3.77
606,9,오후 5:20:33.7,1.73,25.88,4.42,4.15
607,9,오후 5:20:38.7,1.6,21.8,4.4,4.64
608,9,오후 5:20:43.7,2.64,22.7,3.39,3.21
609,9,오후 5:20:48.7,1.51,26.09,4.06,3.62
610,9,오후 5:20:53.7,2.59,26.19,4.3,3.98
611,9,오후 5:20:58.7,2.8,27.19,4.18,4.47
612,9,오후 5:21:03.7,2.55,22.63,3.74,4.99
613,9,오후 5:21:08.7,2.96,25.68,3.24,3.65
614,9,오후 5:21:13.7,2.23,21.62,4.21,3.12
615,9,오후 5:21:18.7,2.0,24.92,3.41,3.99
616,9,오후 5:21:23.7,1.88,24.05,3.57,4.9
617,9,오후 5:21:28.7,1.67,25.54,3.81,4.6
618,9,오후 5:21:33.7,2.71,22.56,3.61,3.97
619,9,오후 5:21:38.7,2.23,26.49,3.51,3.03
620,9,오후 5:21:43.7,2.27,24.36,3.57,3.26
621,9,오후 5:21:48.7,1.67,25.6,3.76,3.67
622,10,오후 5:22:15.6,1.76,25.5,4.36,3.12
623,10,오후 5:22:20.6,1.57,24.72,3.57,4.82
624,10,오후 5:22:25.6,2.85,23.09,4.35,3.18
625,10,오후 5:22:30.6,1.92,24.04,3.51,4.3
626,10,오후 5:22:35.6,2.56,24.41,3.27,3.18
627,10,오후 5:22:40.6,2.08,23.02,3.52,3.34
628,10,오후 5:22:45.6,1.6,23.4,3.7,3.96
629,10,오후 5:22:50.6,4.16,23.55,2.13,4.19
630,10,오후 5:22:55.6,2.61,25.7,3.43,4.02
631,10,오후 5:23:00.6,2.45,23.81,3.82,4.74
632,10,오후 5:23:05.6,2.51,26.06,3.64,4.19
633,10,오후 5:23:10.6,2.17,24.19,3.72,4.95
634,10,오후 5:23:15.6,2.23,21.53,3.96,4.78
635,10,오후 5:23:20.6,2.58,22.46,3.95,4.29
636,10,오후 5:23:25.7,1.82,25.63,4.07,4.55
637,10,오후 5:23:30.7,4.16,23.55,2.13,4.19
638,10,오후 5:23:35.7,2.54,21.85,4.04,4.49
639,10,오후 5:23:40.7,2.98,25.87,3.84,4.21
640,10,오후 5:23:45.7,1.54,22.18,3.01,4.35
641,10,오후 5:23:50.7,2.74,27.12,4.35,4.66
642,10,오후 5:23:55.7,2.69,21.26,3.01,3.42
643,10,오후 5:24:00.7,2.38,26.74,4.41,3.97
644,10,오후 5:24:05.7,1.78,25.15,4.05,4.44
645,10,오후 5:24:10.7,2.76,23.31,3.18,4.86
646,10,오후 5:24:15.7,2.47,21.42,3.56,4.76
647,10,오후 5:24:20.7,2.54,24.58,4.35,3.46
648,10,오후 5:24:25.7,2.45,25.93,4.41,4.87
649,10,오후 5:24:30.7,2.16,21.32,3.52,3.06
650,10,오후 5:24:35.7,2.74,24.24,3.26,4.45
651,10,오후 5:24:40.7,2.73,24.22,3.01,3.91
652,10,오후 5:24:45.7,2.16,26.17,3.94,4.62
653,10,오후 5:24:50.7,1.91,27.11,3.51,3.87
654,10,오후 5:24:55.7,2.92,25.42,3.18,4.37
655,10,오후 5:25:00.7,2.51,24.72,4.48,4.29
656,10,오후 5:25:05.8,2.39,24.72,4.16,4.15
657,10,오후 5:25:10.8,2.25,23.12,4.18,3.33
658,10,오후 5:25:15.8,2.3,23.97,4.13,4.49
659,10,오후 5:25:20.8,2.01,25.42,3.69,4.88
660,10,오후 5:25:25.8,2.4,24.75,4.11,4.71
661,10,오후 5:25:30.8,1.93,22.45,3.85,3.26
662,10,오후 5:25:35.8,2.31,27.46,4.49,4.72
663,10,오후 5:25:40.8,2.59,22.67,4.47,4.62
664,10,오후 5:25:45.8,1.62,25.34,3.49,3.5
665,10,오후 5:25:50.8,2.91,21.06,3.95,3.98
666,10,오후 5:25:55.8,2.88,23.47,3.24,4.37
667,10,오후 5:26:00.8,2.77,27.19,3.35,3.41
668,10,오후 5:26:05.8,2.1,25.87,3.84,4.67
669,10,오후 5:26:10.8,2.57,24.86,4.35,4.16
670,10,오후 5:26:15.8,4.16,23.55,2.13,4.19
671,10,오후 5:26:20.8,2.96,22.86,3.45,3.16
672,10,오후 5:26:25.8,2.01,23.05,3.56,3.2
673,10,오후 5:26:30.8,2.74,24.01,4.2,3.86
674,10,오후 5:26:35.8,2.19,25.61,3.81,4.26
675,10,오후 5:26:40.9,4.16,23.55,2.13,4.19
676,10,오후 5:26:45.9,2.37,22.23,3.4,3.59
677,10,오후 5:26:50.9,1.92,27.96,3.36,3.87
678,10,오후 5:26:55.9,1.94,24.87,3.07,4.25
679,10,오후 5:27:00.9,1.89,21.04,4.18,3.72
680,10,오후 5:27:05.9,2.04,24.35,3.89,3.31
681,10,오후 5:27:10.9,2.67,24.43,3.09,3.12
682,10,오후 5:27:15.9,1.6,25.52,3.32,3.02
683,10,오후 5:27:20.9,2.12,25.63,4.32,4.02
684,10,오후 5:27:25.9,2.62,22.03,3.99,4.04
685,10,오후 5:27:30.9,1.63,25.05,3.14,3.46
686,10,오후 5:27:35.9,1.73,23.65,3.03,4.42
687,10,오후 5:27:40.9,1.72,23.58,4.07,4.75
688,10,오후 5:27:45.9,2.98,22.91,3.69,4.55
689,10,오후 5:27:50.9,1.98,23.72,3.44,4.08
690,10,오후 5:27:55.9,2.77,24.99,3.79,4.48
691,11,오후 5:28:22.1,1.99,27.62,3.73,3.66
692,11,오후 5:28:27.1,1.6,26.68,4.41,3.35
693,11,오후 5:28:32.1,2.25,21.53,3.61,4.79
694,11,오후 5:28:37.1,2.65,22.86,4.48,4.34
695,11,오후 5:28:42.1,2.1,25.52,3.09,3.38
696,11,오후 5:28:47.1,1.51,24.38,3.34,3.24
697,11,오후 5:28:52.1,2.1,23.87,3.24,4.01
698,11,오후 5:28:57.1,1.76,23.42,3.28,4.7
699,11,오후 5:29:02.1,2.65,25.94,3.57,3.81
700,11,오후 5:29:07.2,1.96,22.82,3.53,4.06
701,11,오후 5:29:12.2,1.58,23.81,3.21,3.13
702,11,오후 5:29:17.2,2.8,23.73,3.42,4.65
703,11,오후 5:29:22.2,1.88,22.02,4.42,4.85
704,11,오후 5:29:27.2,1.86,26.05,3.86,3.36
705,11,오후 5:29:32.2,2.05,23.08,3.4,3.65
706,11,오후 5:29:37.2,2.56,21.92,3.89,4.76
707,11,오후 5:29:42.2,1.89,24.12,3.58,4.01
708,11,오후 5:29:47.2,1.77,21.26,3.95,3.23
709,11,오후 5:29:52.2,2.14,23.26,4.11,3.05
710,11,오후 5:29:57.2,1.65,26.49,3.23,3.1
711,11,오후 5:30:02.2,1.73,23.43,3.91,3.94
712,11,오후 5:30:07.2,1.76,23.85,3.31,3.53
713,11,오후 5:30:12.2,1.98,24.03,4.46,3.49
714,11,오후 5:30:17.2,2.88,22.57,4.04,3.46
715,11,오후 5:30:22.2,2.05,24.42,3.32,3.17
716,11,오후 5:30:27.2,2.07,22.86,3.56,4.82
717,11,오후 5:30:32.2,2.66,25.89,3.54,4.98
718,11,오후 5:30:37.2,1.94,24.88,3.48,3.93
719,11,오후 5:30:42.2,2.69,24.01,4.0,3.77
720,11,오후 5:30:47.3,1.78,26.87,3.66,3.41
721,11,오후 5:30:52.3,2.64,26.5,4.08,4.19
722,11,오후 5:30:57.3,2.43,25.99,3.78,4.97
723,11,오후 5:31:02.3,2.8,25.83,3.9,4.43
724,11,오후 5:31:07.3,2.48,27.37,4.45,3.09
725,11,오후 5:31:12.3,2.67,23.09,3.14,4.55
726,11,오후 5:31:17.3,2.15,25.88,3.42,4.3
727,11,오후 5:31:22.3,2.12,23.17,3.37,4.8
728,11,오후 5:31:27.3,2.35,27.23,3.31,4.21
729,11,오후 5:31:32.3,1.63,26.28,3.84,4.62
730,11,오후 5:31:37.3,1.58,23.21,3.29,4.27
731,11,오후 5:31:42.3,1.81,22.59,4.14,3.82
732,11,오후 5:31:47.3,2.9,25.51,4.08,3.77
733,11,오후 5:31:52.3,2.54,26.78,3.56,3.72
734,11,오후 5:31:57.3,2.09,21.13,3.38,3.32
735,11,오후 5:32:02.3,2.96,22.82,3.74,3.92
736,11,오후 5:32:07.3,2.32,26.25,4.42,4.0
737,11,오후 5:32:12.3,1.71,21.62,4.21,4.27
738,11,오후 5:32:17.3,2.91,26.97,3.31,4.77
739,11,오후 5:32:22.3,2.81,26.94,3.06,4.39
740,11,오후 5:32:27.3,2.15,23.54,3.02,4.23
741,11,오후 5:32:32.3,2.12,26.48,4.15,4.52
742,11,오후 5:32:37.3,1.73,22.27,4.44,3.84
743,11,오후 5:32:42.3,2.32,23.63,3.84,4.95
744,11,오후 5:32:47.4,1.53,23.48,3.31,3.48
745,11,오후 5:32:52.4,1.54,24.15,4.25,4.48
746,11,오후 5:32:57.4,1.9,27.0,3.52,3.24
747,11,오후 5:33:02.4,1.97,24.8,3.8,3.26
748,11,오후 5:33:07.4,1.79,21.9,3.23,3.71
749,11,오후 5:33:12.4,2.5,24.75,4.31,4.86
750,11,오후 5:33:17.4,1.53,21.38,3.42,4.25
751,11,오후 5:33:22.4,2.9,27.84,3.91,3.11
752,11,오후 5:33:27.4,2.2,22.58,3.96,3.05
753,11,오후 5:33:32.4,2.64,24.12,3.62,4.9
754,11,오후 5:33:37.4,1.79,21.71,3.58,3.42
755,11,오후 5:33:42.4,1.62,26.72,3.34,4.21
756,11,오후 5:33:47.4,2.97,24.13,4.13,3.08
757,11,오후 5:33:52.4,2.45,24.05,3.4,3.54
758,11,오후 5:33:57.4,1.92,27.19,3.73,4.66
759,11,오후 5:34:02.4,1.96,23.85,4.22,4.11
760,12,오후 5:34:30.1,2.38,24.65,3.48,4.31
761,12,오후 5:34:35.1,1.51,22.46,4.42,4.18
762,12,오후 5:34:40.1,1.89,26.0,3.8,3.05
763,12,오후 5:34:45.1,2.26,26.92,3.12,4.86
764,12,오후 5:34:50.1,2.33,23.73,4.41,4.82
765,12,오후 5:34:55.1,1.97,23.34,3.44,4.42
766,12,오후 5:35:00.1,1.82,23.9,3.18,3.89
767,12,오후 5:35:05.1,2.48,25.61,4.06,3.84
768,12,오후 5:35:10.1,2.57,23.81,4.34,3.57
769,12,오후 5:35:15.1,1.94,21.81,3.67,4.35
770,12,오후 5:35:20.1,2.85,25.37,4.19,3.01
771,12,오후 5:35:25.1,2.08,25.04,4.38,4.16
772,12,오후 5:35:30.1,1.92,25.39,4.45,4.55
773,12,오후 5:35:35.1,2.44,21.04,4.17,4.13
774,12,오후 5:35:40.1,2.39,26.39,3.99,4.29
775,12,오후 5:35:45.2,2.24,22.86,4.3,3.47
776,12,오후 5:35:50.2,1.86,27.98,3.79,4.55
777,12,오후 5:35:55.2,2.02,25.92,4.39,4.08
778,12,오후 5:36:00.2,2.66,23.29,4.45,4.04
779,12,오후 5:36:05.2,1.76,21.79,4.42,3.87
780,12,오후 5:36:10.2,1.6,23.09,3.24,3.15
781,12,오후 5:36:15.2,2.28,24.34,3.13,3.74
782,12,오후 5:36:20.2,2.2,24.46,4.49,4.6
783,12,오후 5:36:25.2,1.7,25.98,3.91,3.66
784,12,오후 5:36:30.2,2.52,26.47,3.01,4.1
785,12,오후 5:36:35.2,2.05,25.52,3.08,3.36
786,12,오후 5:36:40.2,2.83,25.9,3.84,4.37
787,12,오후 5:36:45.2,2.24,24.88,3.41,3.71
788,12,오후 5:36:50.2,2.37,23.22,3.24,3.9
789,12,오후 5:36:55.2,2.43,24.43,3.31,3.58
790,12,오후 5:37:00.2,1.56,26.0,4.09,4.82
791,12,오후 5:37:05.2,1.8,23.5,3.65,3.52
792,12,오후 5:37:10.2,1.58,24.31,4.23,2.07
793,12,오후 5:37:15.2,2.9,21.13,3.66,3.85
794,12,오후 5:37:20.2,2.74,26.13,3.42,3.04
795,12,오후 5:37:25.2,1.96,24.29,4.42,4.42
796,12,오후 5:37:30.2,1.89,22.65,3.28,4.67
797,12,오후 5:37:35.3,2.64,22.49,3.24,4.09
798,12,오후 5:37:40.3,1.78,24.67,4.06,4.28
799,12,오후 5:37:45.3,2.53,25.95,4.25,3.31
800,12,오후 5:37:50.3,1.7,25.2,4.37,4.08
801,12,오후 5:37:55.3,1.57,21.12,3.09,4.71
802,12,오후 5:38:00.3,2.13,27.19,3.66,4.11
803,12,오후 5:38:05.3,1.66,26.77,4.33,4.29
804,12,오후 5:38:10.3,2.19,23.26,3.93,3.05
805,12,오후 5:38:15.3,2.13,22.52,4.47,4.76
806,12,오후 5:38:20.3,2.95,23.55,3.14,4.86
807,12,오후 5:38:25.3,1.76,23.36,3.4,4.7
808,12,오후 5:38:30.3,2.94,21.77,4.19,4.5
809,12,오후 5:38:35.3,2.63,22.11,4.16,4.52
810,12,오후 5:38:40.3,1.97,24.47,3.26,3.1
811,12,오후 5:38:45.3,2.33,25.61,4.0,4.53
812,12,오후 5:38:50.3,2.15,23.25,3.57,4.67
813,12,오후 5:38:55.3,1.97,25.0,3.27,3.81
814,12,오후 5:39:00.3,2.9,24.56,3.75,4.22
815,12,오후 5:39:05.3,1.62,25.85,3.97,3.48
816,12,오후 5:39:10.3,2.14,23.62,3.1,3.87
817,12,오후 5:39:15.3,2.03,24.12,3.72,4.52
818,12,오후 5:39:20.3,1.64,23.53,4.17,3.1
819,12,오후 5:39:25.4,1.8,24.43,4.11,3.62
820,12,오후 5:39:30.4,1.69,27.34,3.63,3.02
821,12,오후 5:39:35.4,2.3,27.83,3.52,3.65
822,12,오후 5:39:40.4,2.97,21.31,3.67,4.92
823,12,오후 5:39:45.4,2.73,25.77,4.24,4.08
824,12,오후 5:39:50.4,1.71,21.16,3.67,4.56
825,12,오후 5:39:55.4,2.69,22.65,4.14,3.99
826,12,오후 5:40:00.4,2.77,24.12,3.22,4.77
827,12,오후 5:40:05.4,1.52,23.57,3.29,3.65
828,12,오후 5:40:10.4,2.44,22.21,3.4,3.8
829,13,오후 5:40:36.7,2.83,22.54,3.35,4.66
830,13,오후 5:40:41.7,2.85,27.77,4.42,3.74
831,13,오후 5:40:46.7,2.68,22.8,4.26,4.37
832,13,오후 5:40:51.7,2.72,25.97,3.18,2.3
833,13,오후 5:40:56.7,2.43,25.52,4.29,3.43
834,13,오후 5:41:01.7,2.1,25.92,3.69,3.66
835,13,오후 5:41:06.7,2.99,21.21,4.24,4.66
836,13,오후 5:41:11.7,1.68,26.33,3.75,3.37
837,13,오후 5:41:16.7,1.77,24.31,3.38,4.57
838,13,오후 5:41:21.7,1.55,22.89,3.2,4.02
839,13,오후 5:41:26.8,2.21,24.68,3.58,4.87
840,13,오후 5:41:31.8,2.55,27.19,3.94,3.75
841,13,오후 5:41:36.8,1.85,27.7,3.65,3.67
842,13,오후 5:41:41.8,1.84,25.6,4.23,4.18
843,13,오후 5:41:46.8,2.99,25.66,3.68,4.89
844,13,오후 5:41:51.8,2.19,25.05,4.43,3.84
845,13,오후 5:41:56.8,2.48,24.34,3.34,4.6
846,13,오후 5:42:01.8,2.93,26.84,4.12,3.66
847,13,오후 5:42:06.8,2.49,25.36,3.36,3.05
848,13,오후 5:42:11.8,1.57,26.02,2.27,2.04
849,13,오후 5:42:16.8,2.92,23.99,3.08,3.91
850,13,오후 5:42:21.8,1.69,26.14,4.05,4.02
851,13,오후 5:42:26.8,1.94,24.87,3.1,3.93
852,13,오후 5:42:31.8,1.86,22.27,3.24,4.24
853,13,오후 5:42:36.8,2.71,24.34,4.13,4.93
854,13,오후 5:42:41.8,2.75,24.82,3.55,3.44
855,13,오후 5:42:46.8,2.28,24.23,4.13,3.97
856,13,오후 5:42:51.8,2.75,26.6,3.72,3.86
857,13,오후 5:42:56.8,2.56,23.97,3.82,4.55
858,13,오후 5:43:01.8,2.06,22.93,4.05,3.75
859,13,오후 5:43:06.9,2.7,26.41,4.31,3.57
860,13,오후 5:43:11.9,1.61,24.91,4.11,3.6
861,13,오후 5:43:16.9,2.53,27.93,3.51,3.68
862,13,오후 5:43:21.9,2.28,27.8,3.21,3.76
863,13,오후 5:43:26.9,2.97,23.54,3.45,4.71
864,13,오후 5:43:31.9,1.97,26.15,3.57,3.11
865,13,오후 5:43:36.9,2.72,25.47,3.78,4.91
866,13,오후 5:43:41.9,2.2,25.43,4.02,3.75
867,13,오후 5:43:46.9,2.57,24.67,3.93,3.62
868,13,오후 5:43:51.9,2.32,23.48,3.18,4.49
869,13,오후 5:43:56.9,1.82,25.83,3.24,4.94
870,13,오후 5:44:01.9,1.86,22.99,3.59,3.29
871,13,오후 5:44:06.9,2.27,24.38,3.39,4.47
872,13,오후 5:44:11.9,2.48,24.14,4.37,4.88
873,13,오후 5:44:16.9,2.97,26.59,3.26,3.98
874,13,오후 5:44:21.9,1.94,22.33,3.29,4.18
875,13,오후 5:44:26.9,2.38,23.57,3.84,4.73
876,13,오후 5:44:31.9,1.54,21.89,4.46,3.68
877,13,오후 5:44:36.9,2.78,27.34,3.52,3.62
878,13,오후 5:44:41.9,2.86,22.4,3.35,4.96
879,13,오후 5:44:46.9,1.74,23.85,4.21,4.83
880,13,오후 5:44:51.9,2.13,26.95,4.07,3.06
881,13,오후 5:44:56.9,2.41,25.44,4.29,3.97
882,13,오후 5:45:01.9,1.57,22.05,3.06,4.26
883,13,오후 5:45:07.0,1.86,27.54,3.15,3.57
884,13,오후 5:45:12.0,2.71,23.21,3.16,3.58
885,13,오후 5:45:17.0,2.91,22.68,4.35,3.32
886,13,오후 5:45:22.0,2.96,23.97,3.16,4.94
887,13,오후 5:45:27.0,1.85,23.69,4.13,4.54
888,13,오후 5:45:32.0,1.78,26.55,4.49,4.48
889,13,오후 5:45:37.0,2.08,25.29,4.27,3.52
890,13,오후 5:45:42.0,2.91,25.88,3.91,3.29
891,13,오후 5:45:47.0,2.27,22.83,4.49,4.92
892,13,오후 5:45:52.0,2.36,24.54,3.9,3.01
893,13,오후 5:45:57.0,2.47,22.33,3.45,4.48
894,13,오후 5:46:02.0,1.58,24.61,4.29,3.77
895,13,오후 5:46:07.0,3.61,26.54,4.36,3.53
896,13,오후 5:46:12.0,1.57,22.64,3.78,4.23
897,13,오후 5:46:17.0,2.74,26.79,3.8,4.62
898,14,오후 5:46:44.9,2.26,27.87,3.78,4.77
899,14,오후 5:46:49.9,1.57,25.52,4.17,4.89
900,14,오후 5:46:54.9,1.71,26.66,4.32,4.54
